wavelength,in,out
1350.4164774774774,-67.97450509235824,-68.30988834575541
1350.112398108534,-67.0155227504408,-65.7949119847523
1349.8084556506078,-76.5223996346775,-78.80147558835404
1349.5046500112535,-64.88545497293418,-65.78831606589031
1349.2009810981099,-70.28479437874392,-68.57658427612964
1348.8974488188976,-76.39329603250249,-76.42997966378798
1348.5940530814214,-63.44327382345088,-63.024677533235916
1348.2907937935686,-67.23477974234603,-68.19383353257885
1347.9876708633094,-67.5707953186562,-68.77071864432844
1347.6846841986962,-61.768120000304236,-61.193306977438084
1347.381833707865,-74.08992151546468,-72.8928870398644
1347.079119299034,-67.68783462270088,-68.82027943541792
1346.7765408805033,-68.75791207788868,-68.72962035947208
1346.474098360656,-65.37710680431098,-65.82934126218893
1346.171791647957,-66.53376423590629,-65.82314934925847
1345.869620650954,-73.99044047119625,-73.31234576987563
1345.5675852782765,-68.63792103472088,-69.2709520699822
1345.2656854386357,-74.75330205901241,-74.7938265363743
1344.9639210408254,-66.38898945730338,-66.88718516376889
1344.6622919937206,-65.06614787404271,-64.33248651811104
1344.360798206278,-63.54392367271558,-63.42608673743666
1344.0594395875364,-77.05167659139838,-75.6829673603279
1343.7582160466159,-78.75922908227804,-78.81251399911807
1343.457127492718,-65.31564729536552,-65.60069434422556
1343.1561738351254,-67.51142139923846,-68.34292649669038
1342.8553549832027,-68.57504635244689,-69.3542688824352
1342.5546708463949,-65.74409537350894,-64.9445355900458
1342.2541213342288,-74.33419528197905,-76.18765361956699
1341.9537063563116,-68.54868329143292,-67.81177541136955
1341.6534258223317,-76.53858617214186,-77.7378440274739
1341.3532796420582,-73.12172307900624,-71.6734510912759
1341.0532677253411,-67.14033916584668,-67.33696802413183
1340.753389982111,-68.04013408212413,-68.0193329965162
1340.4536463223787,-69.16906236883244,-70.17854914676056
1340.154036656236,-66.11333978112393,-65.16163704921837
1339.8545608938548,-71.50611081874871,-69.88093412560139
1339.555218945487,-64.32686293813472,-64.93885715939857
1339.2560107214654,-66.02331282472534,-66.88004882280401
1338.9569361322017,-71.0698290327012,-70.49778628592276
1338.6579950881892,-68.077050081664,-67.73388666493716
1338.3591875,-64.77092505488983,-65.21171620454027
1338.0605132782862,-66.30166718594617,-66.04508650322768
1337.7619723337796,-70.14971543468016,-68.55646014645194
1337.463564577292,-67.18259733313434,-67.83104412357838
1337.1652899197145,-63.93493871126492,-63.139942138894156
1336.8671482720179,-66.12123040736694,-66.45832851762435
1336.5691395452518,-68.0620947911327,-67.87082428072031
1336.271263650546,-67.35995554739068,-67.06683038740914
1335.9735204991086,-68.00652319575642,-67.58566060668238
1335.6759100022277,-70.64803469773506,-70.79085542625486
1335.3784320712693,-70.20039284732263,-68.64833878704579
1335.0810866176798,-73.3402138636578,-72.9198481200659
1334.783873552983,-70.45917005551516,-69.51676054659734
1334.4867927887826,-75.39568687681762,-73.17783388753358
1334.18984423676,-64.79658257259976,-64.68489542578479
1333.8930278086764,-67.95918071957678,-68.9436600274735
1333.59634341637,-65.15413642377317,-65.85113110213706
1333.299790971759,-71.61484862982019,-72.99390492681951
1333.0033703868387,-66.9077470358973,-65.69122393916157
1332.7070815736831,-73.65127029387114,-73.06978659176801
1332.4109244444446,-66.00193369352499,-64.99739885576221
1332.114898911353,-69.73157454525094,-69.18432043889919
1331.819004886717,-73.15865830321789,-74.39073720998917
1331.5232422829224,-77.782659362685,-76.64050170904633
1331.2276110124333,-69.43985863346052,-71.10454788619282
1330.9321109877912,-76.5126942929549,-76.0109092920629
1330.6367421216155,-76.9590422200501,-78.70455950189941
1330.341504326603,-74.939999692832,-77.16139948716577
1330.046397515528,-66.3568968063939,-65.06133512591705
1329.751421601242,-69.04655139533165,-69.60597828950895
1329.456576496674,-64.92256783293263,-64.7771597911395
1329.1618621148305,-65.5166006835928,-64.5976774297508
1328.8672783687944,-72.26103876344499,-73.24917818121264
1328.572825171726,-68.68259798230659,-69.63234321328059
1328.2785024368632,-67.88033246651375,-66.31607645183166
1327.9843100775195,-67.04729772385201,-65.85340170874272
1327.6902480070858,-77.7866845310962,-79.4346448954397
1327.3963161390302,-68.43585792664558,-68.47150078955775
1327.102514386897,-71.30935771388752,-73.85285500558226
1326.8088426643062,-71.00911788353187,-68.85918828819925
1326.5153008849559,-71.8148208647593,-72.01650228732427
1326.221888962619,-70.98030459296857,-71.33112788789558
1325.9286068111455,-67.95041675995125,-67.30139811875358
1325.6354543444616,-66.6779351822141,-67.75545447520835
1325.3424314765693,-65.06051081999536,-64.49514964866952
1325.0495381215471,-76.2298052916332,-73.2357241258103
1324.7567741935484,-64.59707646400622,-65.3518693111674
1324.4641396068037,-68.79184351347564,-68.00344187274189
1324.1716342756183,-71.4712246778636,-71.79287384545555
1323.8792581143741,-67.59626870431529,-68.84634661164904
1323.5870110375274,-65.98650126442402,-65.36022598225051
1323.2948929596116,-79.1061659835091,-76.60533861678923
1323.0029037952338,-67.48957148370695,-67.05313305451736
1322.711043459078,-68.0868634358508,-67.75774001362711
1322.419311865902,-61.59839983762035,-61.67080836217278
1322.1277089305402,-71.12252771443505,-69.66986746438835
1321.836234567901,-66.6995783762874,-65.91031157402199
1321.544888692969,-69.15135334566196,-70.36088570757443
1321.253671220802,-67.757712028891,-66.78565851481781
1320.9625820665347,-61.52548804382019,-61.31803240942389
1320.6716211453745,-60.71623824732845,-61.12420646637315
1320.3807883726051,-70.90856912532675,-69.6845121240552
1320.0900836635842,-71.48812704152519,-70.42067372713845
1319.7995069337444,-67.00759200242365,-66.8101525663833
1319.5090580985916,-66.90502859413212,-67.87295566505546
1319.2187370737074,-70.68351304953666,-69.87515395866905
1318.928543774747,-68.76988858281234,-67.5862822076306
1318.63847811744,-72.95254604748322,-72.80567243340982
1318.3485400175903,-64.60147449029094,-65.49177155481416
1318.0587293910748,-64.02320939900963,-63.402717121770564
1317.7690461538461,-64.65390753593366,-63.94172382440638
1317.4794902219292,-67.8146761436719,-68.24163215826874
1317.1900615114237,-80.62608568750406,-81.15575944178275
1316.900759938502,-66.70516506562075,-68.02055384132936
1316.6115854194115,-68.52472756547456,-69.70570119544143
1316.322537870472,-71.52810789812912,-70.98977175390647
1316.0336172080772,-68.18949931016468,-68.55833005487881
1315.7448233486944,-69.06819218800192,-67.3706760222613
1315.4561562088636,-75.50844091535424,-73.81483201036482
1315.1676157051984,-69.54637853838685,-68.44567765897324
1314.8792017543858,-69.65180866331605,-71.71132320043577
1314.5909142731857,-67.31863849287814,-65.92586671220536
1314.3027531784305,-65.46428259613259,-64.90584080794699
1314.014718387026,-69.17829847980491,-70.73384192502218
1313.726809815951,-71.2776359354119,-69.05879559555586
1313.4390273822562,-78.84155226159479,-81.46669081063814
1313.151371003066,-68.32617776360053,-68.64936530668956
1312.863840595577,-63.724901604215205,-64.77837920989785
1312.5764360770577,-72.2875529855198,-75.43584631948673
1312.28915736485,-64.48279110726023,-65.30935738915426
1312.0020043763677,-63.482089708114074,-64.1593495511797
1311.7149770290964,-71.4216640612668,-73.54200960531702
1311.428075240595,-77.73809293072148,-73.75986023176151
1311.1412989284934,-68.26340725987049,-67.84491900093383
1310.8546480104942,-68.36623499240545,-68.73734250883754
1310.5681224043717,-68.34684522469414,-70.31922029100721
1310.281722027972,-66.7709261664427,-65.6065026414866
1309.9954467992134,-72.6557767511168,-69.71896590880573
1309.7092966360858,-64.9530955428958,-66.06397880456743
1309.42327145665,-76.94832205954143,-73.2654380024556
1309.1373711790393,-62.582753658435564,-61.75832621152543
1308.8515957214581,-66.03293716796477,-65.95364793928175
1308.5659450021824,-79.79677322835141,-78.55332180991954
1308.2804189395592,-63.664121543949676,-64.15736044174449
1307.995017452007,-73.05377705174465,-70.96489573168833
1307.7097404580152,-74.51308753533067,-70.65152696258832
1307.4245878761446,-67.78947828392404,-66.37349450328102
1307.1395596250272,-70.92414676845144,-68.39923414059373
1306.8546556233653,-70.29645743411149,-69.02375741316786
1306.5698757899327,-76.56261818293555,-72.99454784028765
1306.285220043573,-65.59985616867627,-65.39818293108007
1306.0006883032017,-68.61447540620881,-71.16057637378518
1305.7162804878049,-67.99442015957979,-69.8628315669967
1305.4319965164382,-70.28393452448879,-67.92186074508493
1305.147836308228,-65.14944456115072,-66.55846732955186
1304.8637997823723,-67.56807439519386,-68.65813497756685
1304.5798868581376,-68.58328249449917,-67.6098021223149
1304.2960974548619,-71.72985345098837,-70.6806409276372
1304.0124314919528,-66.95296678032028,-66.35969637193219
1303.728888888889,-70.33371251964368,-73.75206011603476
1303.4454695652175,-70.32711049373088,-69.32708004128816
1303.1621734405564,-72.02363379121593,-69.75608721931735
1302.8790004345938,-70.02940379447136,-71.58143487055753
1302.5959504670868,-70.03370588506519,-67.97485957967169
1302.3130234578628,-71.71940818253452,-71.21011825500224
1302.0302193268185,-69.04253534505816,-70.6904264095692
1301.7475379939208,-80.30410787179733,-76.20866947155315
1301.4649793792055,-72.52164957513821,-69.99537851872304
1301.1825434027778,-68.92736145068929,-67.98801998248109
1300.9002299848123,-65.34540726289751,-66.15290225940797
1300.6180390455531,-68.53554112545933,-70.21321933851476
1300.3359705053133,-68.36847202918159,-67.7938424718219
1300.0540242844754,-66.59715355039793,-66.18017876819673
1299.7722003034903,-65.20144611462712,-64.88975784516566
1299.4904984828784,-68.73343846231663,-70.35511102184714
1299.2089187432287,-65.45257276801573,-64.42535373355724
1298.9274610051993,-69.76067005411693,-69.27930784512779
1298.6461251895169,-65.11676157304797,-64.31867293492334
1298.3649112169771,-71.92630432201801,-71.29789333270062
1298.0838190084435,-70.4583851506649,-72.32960341801046
1297.8028484848485,-69.59984334529722,-71.3776219050423
1297.5219995671932,-69.6678419054999,-69.80150833526437
1297.241272176547,-74.98517694970715,-74.96209548313081
1296.960666234047,-73.97806213367346,-75.96336541251347
1296.6801816608995,-70.84028056238739,-73.03783859247972
1296.3998183783785,-68.5645798924935,-70.45619201654162
1296.1195763078254,-73.52223426810482,-75.71322264912035
1295.8394553706507,-72.02607343230136,-70.24629131146355
1295.5594554883319,-69.52740543256331,-71.80742680890384
1295.279576582415,-76.3521113549603,-78.13605262234736
1294.9998185745142,-65.2276670805982,-66.30634574194698
1294.7201813863096,-61.76986169399507,-62.3063237079358
1294.440664939551,-65.60111854716698,-66.90334092026626
1294.1612691560545,-74.23939991601625,-77.6587674175174
1293.881993957704,-67.37322783503623,-68.95247087766901
1293.602839266451,-70.56269958045638,-70.78806345301282
1293.323805004314,-78.13293547052686,-80.10507480913546
1293.0448910933792,-65.76343261953386,-64.59846335007211
1292.7660974558,-72.60487113878762,-70.21517628156417
1292.487424013796,-74.0920345880505,-75.20924618088952
1292.2088706896552,-64.143715515573,-63.33509679022609
1291.9304374057315,-72.70499622174978,-75.39286475282373
1291.6521240844465,-73.72525732179619,-71.85729854459842
1291.3739306482878,-73.11577237280102,-72.30970665788564
1291.0958570198106,-72.71377226009778,-71.2197007966902
1290.8179031216362,-68.68131391306872,-69.07943452637991
1290.5400688764528,-68.45748739413327,-69.474632091031
1290.2623542070153,-78.98957609074242,-77.99545374250158
1289.9847590361446,-71.89425605573547,-70.82678040781619
1289.7072832867282,-76.64032732466339,-78.19106738324908
1289.4299268817203,-71.08929519845785,-71.63295797352535
1289.152689744141,-61.56928536943994,-61.60980743502688
1288.8755717970764,-65.1740450654847,-65.37410758311037
1288.5985729636793,-61.92733173749872,-61.904992673423834
1288.3216931671682,-65.5948415016303,-65.19748481517396
1288.0449323308271,-65.56775249078552,-65.67426104759915
1287.768290378007,-64.26414936659071,-64.35086473124343
1287.4917672321237,-61.28105568374701,-60.904157637336226
1287.2153628166595,-62.84386400269278,-63.05752071017494
1286.939077055162,-65.23868119766095,-65.58360720643202
1286.6629098712447,-72.77101242659532,-73.42298686676554
1286.3868611885862,-75.11428619153659,-73.36805765947386
1286.110930930931,-75.70771331016545,-77.78017486329921
1285.8351190220887,-66.79618780914834,-66.23196784204558
1285.559425385935,-72.3226483228917,-70.61937272864026
1285.2838499464094,-75.2648887344503,-72.94395104917228
1285.008392627518,-67.39831333212857,-68.10619143668376
1284.7330533533318,-71.01595048522682,-69.35093254445238
1284.4578320479861,-65.72652165262775,-65.17832473609323
1284.182728635682,-64.52598661410343,-64.40175480749818
1283.9077430406853,-74.45347922631427,-73.12695540090701
1283.632875187326,-68.15847506163286,-67.2071687275214
1283.3581250000002,-74.44581198963925,-76.05566596682348
1283.0834924031672,-70.27367066744955,-70.43085440445773
1282.8089773213521,-81.1590685322953,-80.79591150119936
1282.5345796791444,-70.18965505416526,-71.44943191235313
1282.2602994011977,-62.61453588836949,-62.62385871838032
1281.98613641223,-67.12739928013957,-67.77903253495643
1281.7120906370244,-71.50064040822949,-71.02540929390793
1281.4381620004274,-61.09827795469084,-61.228605208362666
1281.1643504273504,-68.08869584920834,-67.94842862128769
1280.8906558427686,-64.43095991794624,-63.961264106707006
1280.6170781717215,-66.78454093876792,-66.6722399261597
1280.3436173393125,-69.76821014076998,-70.18219552002793
1280.0702732707089,-66.36836905943952,-66.44845186573767
1279.797045891142,-73.50692576121014,-72.85762557376896
1279.523935125907,-69.27103632059396,-68.85217697983205
1279.2509409003626,-75.26429078465947,-74.52607200503107
1278.9780631399317,-73.49414030601218,-72.97729770744803
1278.7053017701003,-61.705351194836254,-61.323663733733554
1278.432656716418,-71.32703008227162,-72.07263965852096
1278.160127904498,-68.35257647118561,-69.14861580426668
1277.8877152600169,-72.59903700589604,-71.57678371591359
1277.6154187087152,-67.34829035998249,-66.9969371703796
1277.3432381763955,-62.12739389048886,-62.028052773880034
1277.0711735889245,-63.70354780661958,-62.82677721422894
1276.7992248722317,-64.29472899623565,-64.7399728635232
1276.52739195231,-71.67699318922504,-72.64975056627407
1276.2556747552148,-66.75041673566889,-66.86463388672794
1275.9840732070654,-66.99501803904695,-67.81589181855463
1275.7125872340425,-61.86860693954992,-62.74080824257365
1275.441216762391,-61.74343999937585,-60.756738846104014
1275.1699617184177,-67.93196153414794,-69.91062534017524
1274.8988220284925,-71.14758476348442,-69.49669054723356
1274.6277976190477,-71.16240900485661,-72.4215690083204
1274.3568884165782,-64.74490274244519,-66.11447779700191
1274.0860943476414,-66.71928050792982,-65.25059996608803
1273.815415338857,-64.8508758586658,-64.82936932918045
1273.5448513169074,-67.17750622047089,-69.52330868345535
1273.274402208537,-66.4228524920062,-67.81552760087118
1273.0040679405522,-64.67889206257152,-63.95117479651242
1272.7338484398217,-65.42451497075871,-67.25952197427915
1272.4637436332766,-67.11291360619623,-65.9673898771442
1272.19375344791,-65.09615766240424,-65.31657756558496
1271.9238778107765,-65.145016846521,-67.17604580454346
1271.6541166489926,-72.97877399838569,-73.69625826103058
1271.3844698897371,-77.37130472021974,-75.40411244881827
1271.1149374602503,-65.94776715504534,-66.39006671091892
1270.845519287834,-76.15096917955341,-71.26525916697247
1270.5762152998518,-66.703955972474,-69.54629595663053
1270.3070254237289,-69.94041417353498,-67.46578736114185
1270.037949586952,-76.87798618606473,-76.32306971915673
1269.768987717069,-70.01661542582099,-70.77467183425836
1269.5001397416897,-62.13673502769021,-63.570099578268156
1269.2314055884844,-72.60177832326002,-68.16827265889282
1268.962785185185,-66.8504897676992,-64.23841720049299
1268.6942784595853,-68.40179513390393,-65.37553046945524
1268.4258853395388,-65.51903418266394,-67.44222519614019
1268.157605752961,-68.80412961111668,-65.74743421812454
1267.8894396278283,-70.77059744621803,-77.28400375113537
1267.6213868921775,-69.78173897215348,-69.09450687125431
1267.353447474107,-70.91437755053784,-68.52566399030039
1267.085621301775,-67.55648109220681,-64.50095805791759
1266.8179083034017,-63.824202080469036,-66.60435657514296
1266.5503084072666,-72.60776746487181,-78.65427115538554
1266.2828215417107,-68.66766451053931,-64.68415591072267
1266.0154476351352,-62.2916808460607,-61.23724351855307
1265.7481866160017,-70.64153541179613,-76.13308888013026
1265.4810384128325,-71.31396716430356,-67.09197463047417
1265.2140029542097,-64.54200145780845,-68.49954772717439
1264.9470801687764,-62.440712180255986,-61.45777882573876
1264.680269985235,-63.49054788272585,-66.18120129779766
1264.4135723323493,-70.35477625218223,-69.17276245255331
1264.1469871389415,-63.903986884274474,-67.56802504199308
1263.8805143338955,-71.17195675570574,-69.8654651723621
1263.6141538461538,-68.21869312981372,-67.7726740311411
1263.3479056047197,-72.00665455403276,-70.77809882744316
1263.081769538656,-66.30236832553462,-70.49826270238506
1262.8157455770852,-72.15447632209995,-71.43686291304289
1262.5498336491894,-66.89895540282959,-63.589172038166026
1262.2840336842105,-69.0357098336487,-64.91969036454404
1262.0183456114503,-63.004485421289985,-63.00312189796901
1261.7527693602694,-74.20714206096508,-67.96837919065328
1261.4873048600882,-68.0688161176027,-70.56107351214493
1261.2219520403871,-69.0467510616393,-74.28157628873248
1260.9567108307044,-67.67476408221964,-66.62790766749447
1260.6915811606393,-63.71491227317361,-63.90306401778372
1260.4265629598488,-64.24546476403503,-62.2151029731742
1260.1616561580497,-66.62236072203578,-64.0580746932605
1259.8968606850178,-73.27327392010332,-76.40550222767459
1259.6321764705883,-62.44150150203231,-64.43616215554044
1259.3676034446544,-74.38784712298755,-69.26986844831592
1259.1031415371692,-70.301821664913,-73.37386055569883
1258.838790678144,-69.52729039974764,-69.59338286071531
1258.574550797649,-64.40612466225247,-64.8108004561868
1258.3104218258131,-72.60814116423168,-68.16071182227404
1258.0464036928242,-62.74724308717131,-61.771268916318746
1257.782496328928,-73.01328934929438,-76.91258011384329
1257.5186996644295,-67.69503496703086,-65.79622556578951
1257.2550136296918,-67.71197258310929,-65.28111186280475
1256.9914381551362,-70.87904946240869,-73.75412227294342
1256.7279731712429,-71.47469368988479,-70.13596252647005
1256.46461860855,-76.23421248766383,-75.81591245534909
1256.2013743976534,-70.13480324173139,-66.42339842013655
1255.938240469208,-72.82769862970738,-69.2340713277878
1255.6752167539266,-62.87263710591051,-61.485556428265596
1255.4123031825795,-65.80614359064523,-66.46990515597824
1255.1494996859954,-67.50492667658213,-71.8596925550232
1254.8868061950607,-64.24616205583911,-67.31069781969845
1254.6242226407198,-80.62887517594092,-73.0360471790249
1254.361748953975,-78.44118083645185,-75.0093255521146
1254.0993850658858,-59.792410366579844,-58.64787459694793
1253.83713090757,-65.5870620825172,-67.13608659355859
1253.5749864102029,-67.14829062784327,-63.96860924358492
1253.3129515050168,-81.16152075444447,-72.0435006511378
1253.051026123302,-64.44128356452563,-68.15024711663114
1252.7892101964062,-69.21188521979104,-70.4958983412119
1252.5275036557343,-64.5852824885745,-66.86402101551161
1252.2659064327486,-80.61595865682244,-71.5748102941453
1252.0044184589683,-64.58695524746315,-61.796771329249935
1251.7430396659706,-72.38134095247662,-68.20332252083162
1251.4817699853893,-65.00532731996262,-62.22989499208148
1251.2206093489149,-68.9315386003959,-73.67781559845605
1250.9595576882955,-68.79372468066819,-64.64221141653593
1250.6986149353359,-72.98722380217168,-70.5446193782171
1250.4377810218978,-67.3319210750065,-73.25972983387203
1250.1770558798999,-65.10252092957842,-66.80627558835798
1249.9164394413174,-68.68066338739263,-74.04434156470589
1249.6559316381827,-65.18304657688347,-65.50698176117317
1249.395532402584,-66.75592565791305,-63.41837179744434
1249.1352416666666,-67.6528467215615,-64.38595235472548
1248.8750593626328,-75.97768009838697,-79.17549029779659
1248.6149854227406,-67.36748087980763,-68.28115720250341
1248.3550197793045,-63.8970913610174,-66.68347258693885
1248.095162364696,-71.77690523773808,-68.15724473773327
1247.8354131113424,-72.54282379653247,-68.0524148406308
1247.5757719517271,-70.39867854178087,-73.46987155121309
1247.3162388183898,-75.03389863802249,-79.61126091138973
1247.0568136439267,-68.52720782604217,-69.87928115612894
1246.79749636099,-70.87954679861278,-72.79084955179451
1246.538286902287,-68.29392088327725,-66.57300265366516
1246.279185200582,-67.92490227323896,-65.44295741459669
1246.020191188695,-64.30354682675727,-64.41058726266075
1245.7613047995012,-64.76394319981205,-65.6797750130622
1245.5025259659328,-67.61880078346857,-68.64638411585042
1245.2438546209762,-63.805864535439895,-62.89230122977045
1244.9852906976746,-68.88885281741844,-67.03413939168453
1244.726834129126,-74.01987963618527,-70.6882679137511
1244.4684848484849,-67.60971975666516,-69.70491298725815
1244.2102427889604,-64.53593435150427,-63.96377724443656
1243.9521078838175,-68.11967998392981,-68.20863676657223
1243.6940800663763,-61.678736116704584,-60.8081654795684
1243.4361592700125,-66.03175675699498,-67.44527855819572
1243.1783454281567,-67.62741417299873,-65.81066069900393
1242.9206384742952,-66.18549915017013,-64.84317803082942
1242.663038341969,-71.38628620980592,-74.58595010927064
1242.405544964774,-67.20379545253394,-69.04547572898545
1242.1481582763622,-77.85670757690664,-79.0986188292072
1241.890878210439,-66.37179891913235,-67.02247367467686
1241.6337047007662,-68.36533766360091,-66.50090267482923
1241.3766376811595,-64.2713178764995,-64.38109509127358
1241.1196770854895,-65.60517202670411,-64.58798061581777
1240.862822847682,-71.80340167877145,-72.62209063769902
1240.6060749017174,-65.66102571447621,-65.33549233002657
1240.3494331816303,-65.1708278340652,-65.67634448713062
1240.0928976215098,-74.70714265892082,-74.18012335925286
1239.8364681555004,-64.66328573257519,-63.47556442548023
1239.5801447178003,-67.10752222728439,-68.66063196780044
1239.3239272426622,-68.3418994584861,-67.14503944008385
1239.0678156643935,-71.03357970395476,-69.9377289905749
1238.8118099173553,-73.26482129211922,-75.41237639280016
1238.5559099359637,-63.12576182219519,-62.51675535507863
1238.3001156546882,-72.55945609612621,-75.38431923692082
1238.044427008053,-66.86306839198139,-66.87060614504003
1237.788843930636,-79.56970877728494,-77.36635460610651
1237.533366357069,-67.44276929571501,-66.07563484332059
1237.2779942220388,-69.54372144580694,-70.17968801497622
1237.0227274602846,-63.430128196812916,-64.33428668562058
1236.7675660066006,-63.73373401657716,-64.56440255107279
1236.5125097958341,-61.97983786164073,-62.44841733679522
1236.2575587628867,-72.82115522527923,-69.83431487372664
1236.0027128427128,-66.35677796262539,-66.67364061629391
1235.7479719703215,-70.01886877157776,-67.3191942679926
1235.4933360807747,-61.08207245524156,-60.8137315900434
1235.2388051091884,-79.47234932200288,-76.62235144145737
1234.984378990731,-70.03165473999229,-69.97496740737404
1234.730057660626,-61.25069753946971,-62.438491768084276
1234.4758410541485,-65.826134451841,-65.94608686871501
1234.2217291066283,-70.13852784645442,-69.1945414537353
1233.9677217534472,-79.69904812149665,-74.79976205178446
1233.7138189300413,-68.11391702723287,-70.8282130526957
1233.460020571899,-69.19253095436213,-73.38312214846016
1233.206326614562,-69.13263408726266,-65.99418219893604
1232.9527369936252,-63.545196656507784,-65.6654787700351
1232.699251644737,-61.36482400627284,-62.76732335955086
1232.445870503597,-58.37062227181471,-58.876536416661054
1232.1925935059596,-61.71292853656553,-60.24524390027119
1231.939420587631,-70.79944356627053,-69.0499393445537
1231.68635168447,-68.70991334419253,-72.75370902032009
1231.4333867323885,-64.23760418759665,-66.41343920472619
1231.180525667351,-68.1805932129869,-71.9164533155988
1230.9277684253748,-72.21327700928302,-68.14445089107772
1230.6751149425288,-67.98193586545307,-68.33429843291694
1230.4225651549355,-61.765891232792654,-60.208674381880684
1230.170118998769,-68.04118383381652,-68.75828379769726
1229.9177764102565,-73.23090092854113,-72.78582680025943
1229.665537325677,-67.4539253743394,-64.823329894397
1229.4134016813614,-70.3277287465788,-66.93793106938597
1229.161369413694,-69.10334352454552,-67.27154035375173
1228.9094404591103,-68.68107999107133,-72.64483067520675
1228.6576147540984,-65.52185969747998,-63.47146310592558
1228.4058922351976,-74.3245853367579,-70.93302905666911
1228.1542728390004,-78.71030620796623,-75.5561388994874
1227.9027565021504,-63.81670213724803,-62.66461776155364
1227.6513431613432,-71.33145899186351,-73.79612874188231
1227.4000327533265,-62.4437022658648,-63.43998678294611
1227.1488252148997,-64.03033181516062,-63.58133548311591
1226.8977204829139,-63.20781714964295,-62.546800357260395
1226.6467184942717,-61.44095302413987,-60.94479614508185
1226.3958191859276,-72.16960931136558,-69.89595144656474
1226.1450224948876,-60.71862401023154,-60.47801306866745
1225.894328358209,-73.09509206274348,-71.17546493758115
1225.6437367130009,-72.2226827940228,-71.2304881505548
1225.3932474964236,-64.79554044797152,-64.21862698508286
1225.1428606456884,-67.80999751335972,-68.22713227763037
1224.8925760980592,-73.91575005366633,-72.28950109856368
1224.6423937908496,-64.63733048922703,-65.1962613158868
1224.3923136614253,-64.94033521997778,-64.85375685836655
1224.1423356472028,-73.74687543258415,-74.18450824159333
1223.8924596856502,-62.859766161219426,-63.126179361597394
1223.6426857142858,-66.59467104299424,-66.49427354361444
1223.3930136706795,-66.9927305394875,-65.81621082731974
1223.143443492452,-66.6464256633763,-67.43808503149467
1222.8939751172752,-75.63935509629198,-76.2625456668936
1222.6446084828713,-69.83073198309833,-67.73777510355757
1222.3953435270132,-68.09258310050762,-69.5926282039342
1222.1461801875255,-65.67452090463115,-67.25712873157582
1221.8971184022826,-71.68294292895152,-73.05882695909611
1221.6481581092096,-73.81238519754572,-72.47069066081679
1221.3992992462825,-69.82383263277654,-69.86724689213113
1221.1505417515275,-67.02491590390454,-69.2840638880767
1220.9018855630218,-72.22197211286564,-69.66164610354755
1220.6533306188926,-65.10804258818521,-65.25679212981979
1220.4048768573173,-72.13166235298738,-71.1066922583747
1220.1565242165243,-65.30957271408846,-66.6950348794247
1219.9082726347913,-69.24751420180368,-68.94823818180944
1219.6601220504474,-65.4567043920068,-66.94654819569138
1219.412072401871,-63.68538170470754,-62.40091712848513
1219.1641236274909,-74.043694564438,-70.93245037870668
1218.9162756657856,-70.93963405133076,-71.19329075428558
1218.6685284552846,-67.03115907393234,-67.9199547999813
1218.420881934566,-67.18235369065269,-65.59777295583484
1218.1733360422593,-63.68983533994853,-63.91983021047821
1217.9258907170424,-63.8145655726704,-63.45727133901221
1217.6785458976442,-65.71536633886993,-66.60647826911745
1217.4313015228427,-68.74779477563439,-69.38357203315653
1217.1841575314656,-65.00192769153827,-63.931549156472386
1216.937113862391,-73.2017362500425,-70.84613453034024
1216.6901704545455,-64.10513021963803,-64.04584130914907
1216.4433272469062,-68.01141363794133,-67.23485315070823
1216.196584178499,-64.84313484876569,-65.92584055730183
1215.9499411883999,-64.18198225040535,-63.13325956590077
1215.7033982157338,-58.810138922922135,-58.50698866548012
1215.4569551996756,-63.01064957239751,-62.627021281249284
1215.2106120794488,-64.67775848651186,-64.82063429705374
1214.9643687943262,-64.0308258690797,-65.36423429591736
1214.7182252836303,-81.14351173470729,-77.85974510367211
1214.4721814867328,-73.92114056473326,-71.5463381406598
1214.2262373430538,-78.09164858533529,-73.45466230894098
1213.9803927920632,-63.481378465159935,-64.20616529069625
1213.7346477732794,-73.55824500873811,-73.7593309853394
1213.48900222627,-75.42987584173017,-77.61612077837236
1213.2434560906515,-74.44152626796324,-70.55962905950261
1212.9980093060894,-69.9127600577556,-67.71964493304316
1212.752661812298,-62.61174319211395,-61.5869359752422
1212.5074135490395,-63.47486677515897,-61.85168747407923
1212.262264456126,-70.21642302403095,-70.57704507810627
1212.0172144734183,-75.03991636511154,-70.63414169611985
1211.7722635408247,-64.84357051056108,-64.54748282705296
1211.5274115983027,-65.73173776420677,-67.64053454626662
1211.2826585858586,-67.16115952864538,-67.27379932947156
1211.038004443547,-78.46024851449064,-79.65038640316493
1210.7934491114702,-64.58532199015164,-63.2332904364184
1210.54899252978,-76.5968090548813,-71.77123850231837
1210.3046346386757,-77.12120254828315,-73.92036482243424
1210.0603753784055,-65.84843745307847,-65.94029451216778
1209.8162146892655,-67.12065063929501,-66.47332706174964
1209.5721525115996,-74.29022050783172,-73.16020965274333
1209.3281887858006,-69.77392936985706,-71.51830936805388
1209.084323452309,-72.43197965084647,-71.42558575427685
1208.8405564516129,-67.66241316692461,-69.23104734114
1208.5968877242492,-65.72493688514717,-64.99900194609563
1208.353317210802,-69.96672976755218,-68.16899206324962
