wavelength,in,out
5849.608936585366,-80.67250203362991,-80.64260272968056
5843.907563352826,-81.30022926069202,-81.29210935370341
5838.21729308666,-79.0046429159267,-78.96172634331802
5832.538093385214,-81.56596870919586,-81.56334080595988
5826.869931972789,-81.16474483580743,-81.14739772671302
5821.212776699029,-80.78003957740341,-80.7509983458956
5815.566595538312,-79.42954632179476,-79.40772230951364
5809.931356589147,-80.88319399807796,-80.8487801227856
5804.307028073572,-80.58440321157323,-80.55351142501198
5798.693578336557,-77.8340757753297,-77.76416753670307
5793.090975845411,-80.9662602225182,-80.96065735029256
5787.49918918919,-80.60611614486456,-80.59487457586064
5781.918187078109,-80.35147767032342,-80.33361720647633
5776.347938342967,-79.36538230339715,-79.30921349121994
5770.788411934552,-79.94412013284585,-79.89614354247672
5765.239576923077,-81.61189606056493,-81.61144693629674
5759.701402497599,-78.86339869507958,-78.83956242798342
5754.173857965451,-81.00483525957961,-80.99500716140173
5748.656912751678,-81.27486322810663,-81.23416400909889
5743.150536398468,-81.46448386546288,-81.43703791806226
5737.654698564593,-79.5817826290762,-79.58361400045999
5732.169369024857,-81.53643496847323,-81.5176993080538
5726.694517669533,-80.59474623535789,-80.60227942445718
5721.230114503817,-80.22747996596391,-80.18222007785917
5715.776129647283,-81.19629682874557,-81.16273126636298
5710.332533333333,-81.3506951156788,-81.33246392405854
5704.899295908659,-80.9732570115618,-80.96195417735478
5699.476387832699,-81.07794697824065,-81.07311956606148
5694.063779677113,-81.38726764705828,-81.38318406567547
5688.661442125237,-78.27432345721758,-78.21942966355107
5683.269345971564,-80.00699756980126,-79.99681384267112
5677.887462121212,-79.75175068163273,-79.71368249784484
5672.515761589404,-81.29683409079405,-81.29347154078178
5667.154215500945,-79.97521105118724,-79.94653229674975
5661.802795089708,-79.75722366623725,-79.7159813122665
5656.461471698113,-81.16659618102926,-81.15248023223154
5651.130216776626,-81.56290939837896,-81.56439890760103
5645.80900188324,-80.1557488752726,-80.12445281886627
5640.497798682974,-80.81789202518948,-80.79791082467213
5635.196578947368,-80.32065500074464,-80.27552104773108
5629.90531455399,-81.37053467115513,-81.35406509282089
5624.623977485929,-81.12830072604567,-81.13730412689281
5619.352539831302,-80.52385627639518,-80.51167760542143
5614.0909737827715,-80.20656691486761,-80.15453136283762
5608.839251637044,-81.46479033005633,-81.44642531820276
5603.597345794393,-79.52672486084069,-79.52169628584377
5598.36522875817,-80.49948609707798,-80.4185777688896
5593.1428731343285,-81.51966351819786,-81.55146188077308
5587.930251630942,-81.40338414300666,-81.43976761351155
5582.727337057728,-80.45269317130195,-80.40491607715848
5577.534102325581,-81.45385621740897,-81.46167622255172
5572.350520446097,-81.22792957428487,-81.2168775163965
5567.176564531105,-80.30296777364143,-80.27884293338957
5562.012207792208,-80.55956977116708,-80.5178230199362
5556.857423540315,-80.06298604709096,-80.0036556528539
5551.712185185185,-80.72675948677207,-80.71437105632054
5546.5764662349675,-80.87255257965577,-80.86466832322711
5541.450240295749,-80.88350693378385,-80.8662473793039
5536.3334810710985,-81.39550364245932,-81.38775785614573
5531.226162361623,-81.29317574038063,-81.28903900645062
5526.128258064516,-79.93084435802427,-79.896841847073
5521.039742173112,-80.81009004698029,-80.79747983649517
5515.960588776449,-79.8696284287011,-79.8328841085326
5510.890772058824,-80.42114560130543,-80.40032079144433
5505.8302662993565,-81.19042507054871,-81.17923445941824
5500.77904587156,-81.55595995850004,-81.54771910721004
5495.737085242897,-81.31007827911478,-81.2901236215296
5490.704358974359,-77.44368012581609,-77.38541377383353
5485.680841720036,-80.78144475684738,-80.7669564400131
5480.666508226692,-80.64008549355293,-80.6338642890137
5475.6613333333335,-81.44919728758236,-81.44237771501142
5470.665291970803,-81.05501594484875,-81.04068300549991
5465.678359161348,-81.32624703215507,-81.32213702227517
5460.700510018215,-80.79285074923897,-80.77688132007248
5455.731719745223,-80.46532117981539,-80.4840318243225
5450.771963636364,-81.2143965481645,-81.20258276237308
5445.821217075386,-81.12675934844819,-81.0893599023805
5440.879455535391,-80.84730974340232,-80.86385710916673
5435.946654578423,-78.57284729192213,-78.59598215650547
5431.022789855073,-80.14720886851643,-80.11001098078097
5426.107837104072,-79.43529477498089,-79.41743762046119
5421.201772151899,-81.57533593299078,-81.5758852500623
5416.304570912376,-81.49405883861229,-81.48447707985562
5411.416209386282,-81.40351101495352,-81.39768299875388
5406.536663660955,-77.8722128702598,-77.82589882493198
5401.66590990991,-80.88977276676448,-80.86636857761391
5396.8039243924395,-81.5366660179701,-81.53406686539407
5391.950683453238,-79.40473958019138,-79.37302263729455
5387.106163522013,-78.35320383164287,-78.28732317330733
5382.270341113106,-79.52715647396482,-79.4891517403619
5377.443192825112,-81.0201511663495,-81.01151326428885
5372.624695340502,-80.0006432795665,-79.9694194416185
5367.814825425246,-79.11136043249175,-79.0627347463413
5363.013559928444,-81.1834243764624,-81.16816356864797
5358.220875781948,-81.39879439961999,-81.39123472734761
5353.43675,-81.21180372776047,-81.20915631238759
5348.661159678858,-81.6027073268032,-81.60205042665498
5343.894081996435,-77.70398522125515,-77.6468937088029
5339.135494211932,-80.59039319155679,-80.5719977090524
5334.38537366548,-80.96004893133298,-80.94050342985403
5329.6436977777785,-81.5088494200678,-81.50611586426137
5324.910444049733,-81.0983068042452,-81.069748669024
5320.185590062112,-81.53703997628469,-81.5374422325661
5315.469113475177,-78.80915907066534,-78.78589265151803
5310.760992028343,-80.1393728332867,-80.11489749661717
5306.0612035398235,-81.29147492131747,-81.26244802261081
5301.369725906277,-80.03211741633098,-79.79025420162426
5296.686537102473,-79.20069786976677,-79.27261447474132
5292.011615180935,-79.82604163066102,-79.8092613617282
5287.344938271604,-80.78283555965047,-80.77084288622558
5282.686484581498,-80.58452448555539,-80.5891875943444
5278.036232394366,-80.20851719782894,-80.21387550062727
5273.394160070361,-81.53996739734006,-81.54379584197662
5268.760246045695,-81.12089741049198,-81.11198578034845
5264.134468832309,-80.74036522434844,-80.70272773085148
5259.516807017543,-79.98315634654801,-79.97451990916372
5254.907239263804,-80.39993413594757,-80.38055049289599
5250.305744308231,-78.30035933143432,-78.2195584433475
5245.71230096238,-78.98549431042835,-78.96542232184723
5241.126888111888,-80.46325951754335,-80.4615547592417
5236.549484716157,-78.88388871664134,-78.83925791987133
5231.980069808028,-79.66496256111904,-79.60898577677008
5227.418622493461,-79.49485089439551,-79.49304196920386
5222.865121951219,-81.34471591631439,-81.3302814667386
5218.31954743255,-78.21275753631161,-78.15436488470087
5213.78187826087,-81.25204213723305,-81.24577973276448
5209.252093831451,-81.11950672122953,-81.1088378470105
5204.730173611111,-78.94201941593516,-78.90616934776082
5200.216097137902,-79.38156054460799,-79.335644887075
5195.709844020797,-81.0678383626151,-81.05773324751252
5191.211393939394,-79.57940573072278,-79.53116091130423
5186.720726643598,-81.56034757253957,-81.55275047039888
5182.2378219533275,-81.48673341818687,-81.4815069250738
5177.762659758204,-81.28990694776107,-81.29127717689937
5173.295220017256,-81.46754137555683,-81.45609012795805
5168.835482758621,-81.33783258979011,-81.33267755476794
5164.383428079243,-80.22481412787948,-80.19028013838715
5159.9390361445785,-81.40675647782317,-81.39209052368426
5155.502287188306,-80.66752273087761,-80.66372362812629
5151.073161512028,-79.23069298647832,-79.22656283225487
5146.651639484979,-81.06453351845332,-81.08986654480194
5142.23770154374,-80.57888917428212,-80.59223880746478
5137.8313281919445,-81.20941229028529,-81.19328029769721
5133.432500000001,-80.50566424393134,-80.47493289229885
5129.041197604791,-81.15234435357317,-81.15289246644033
5124.657401709402,-80.71298753893979,-80.68280452356746
5120.2810930828355,-81.57877180184002,-81.57608893330331
5115.912252559727,-80.46316003248614,-80.44400669649352
5111.5508610400675,-80.93630686043991,-80.90065726671267
5107.196899488927,-79.81490697505777,-79.7906862012725
5102.85034893617,-81.51061927839615,-81.51339892880574
5098.511190476191,-81.52461063063672,-81.52509731492239
5094.17940526763,-81.0506492800994,-81.03507639911055
5089.8549745331065,-79.22002487739488,-79.16731723894716
5085.537879558949,-80.12036858484717,-80.0494284170048
5081.2281016949155,-77.78760942307875,-77.7633897835052
5076.925622353938,-79.08820168990175,-79.05234203162942
5072.630423011844,-78.81669035818751,-78.78022185288
5068.3424852071,-81.09458884946503,-81.08886243759233
5064.061790540541,-80.01163138422228,-79.97270724581873
5059.788320675106,-81.31245470790961,-81.30821717932969
5055.522057335582,-80.13880182661816,-80.12445705027659
5051.262982308341,-80.25209032865615,-80.22950247698287
5047.011077441078,-79.69384048619187,-79.66422412455103
5042.766324642557,-80.97016473351027,-80.9610457410839
5038.528705882353,-79.19565967490772,-79.13849228740924
5034.298203190596,-79.45325617571942,-79.41744384559382
5030.074798657718,-79.32421869780418,-79.28563331477326
5025.8584744342,-80.6030108948994,-80.60568195549189
5021.649212730318,-79.01664990572883,-78.94159696502328
5017.4469958159,-78.10506893200295,-78.05261568441233
5013.251806020067,-78.19866142697296,-78.14454922848853
5009.063625730994,-81.5763077869531,-81.56953229720145
5004.8824373956595,-76.54606754382783,-76.49245843632954
5000.708223519599,-81.07522405490377,-81.10783823311303
4996.5409666666665,-78.27155386437039,-78.16383394373739
4992.380649458784,-80.94784054236774,-80.92071830354567
4988.227254575707,-80.8157314642518,-80.92656483896513
4984.08076475478,-80.92082813125498,-80.78028768135081
4979.941162790698,-79.75775186749439,-79.72038643768835
4975.80843153527,-78.62438340156027,-78.5869248835642
4971.682553897181,-81.3129323306772,-81.29603761399179
4967.563512841756,-79.33444437071253,-79.34989000764958
4963.451291390728,-80.50263107013856,-80.47811234774653
4959.3458726220015,-79.56312162692282,-79.52591691892206
4955.247239669421,-79.87959984543059,-79.8325425724313
4951.155375722544,-80.38311382318736,-80.36607803550189
4947.070264026403,-80.9000854238098,-80.8839864652181
4942.991887881286,-81.42902742578895,-81.42380291259298
4938.920230642504,-81.2575944758623,-81.24421053925877
4934.855275720165,-80.43220665006359,-80.40720762933427
4930.797006578948,-81.44922953872938,-81.44881445357527
4926.74540673788,-81.63141709371897,-81.6331989811618
4922.700459770115,-76.23780443735228,-76.16149549900706
4918.662149302708,-81.59374163696222,-81.59145342922812
4914.630459016394,-78.45051992651494,-78.39472817512981
4910.605372645373,-79.70256063333542,-79.68868654856405
4906.586873977087,-81.3155718185026,-81.31887998758063
4902.574946852003,-80.07421154264321,-80.02481410103181
4898.569575163398,-81.03829777820332,-81.01593551559452
4894.570742857143,-80.74823846338245,-80.7302684688795
4890.578433931485,-80.52898180318533,-80.51362273307964
4886.592632436838,-79.93805405464232,-79.89615351563256
4882.61332247557,-80.3489305313008,-80.31745808032122
4878.64048820179,-79.81666452108072,-79.78139337545198
4874.674113821138,-78.84464462152152,-78.79494643040474
4870.714183590577,-78.15145810243379,-78.08745294580831
4866.760681818182,-81.0750514804675,-81.08274390946613
4862.813592862935,-81.41669780009352,-81.39768387687101
4858.872901134521,-80.82364612469718,-80.82059819016368
4854.938591093118,-78.76901782569385,-78.73869755057925
4851.010647249192,-81.16149563658223,-81.16803452635233
4847.089054163299,-77.84683543786005,-77.77746232703365
4843.173796445881,-79.63233840492356,-79.61883695191372
4839.264858757062,-81.03438929778022,-81.00533175269217
4835.3622258064515,-81.05963366720485,-81.04635722048462
4831.465882352941,-81.11877443162544,-81.12687856737509
4827.575813204508,-81.17129282095988,-81.13530988963916
4823.6920032180215,-79.54054736027942,-79.5335214868227
4819.8144372990355,-79.09385777056087,-78.99635025412644
4815.943100401606,-79.41965405266018,-79.43017013978678
4812.07797752809,-81.34279502729095,-81.33537970961166
4808.219053728949,-80.40721226142708,-80.38506871771858
4804.3663141025645,-77.90623475558297,-77.84914794284589
4800.519743795036,-79.83494968092717,-79.79026680680019
4796.679328,-80.9885498747893,-80.97861509944374
4792.845051958433,-81.28854260495768,-81.27748178904167
4789.016900958466,-80.6587008054367,-80.6398180255143
4785.194860335196,-78.08545406414467,-78.02929046045838
4781.378915470495,-79.1595250876959,-79.12684335813705
4777.569051792829,-80.92742187829961,-80.91463761161279
4773.76525477707,-80.63669522006927,-80.61512989763884
4769.967509944312,-81.33722321565074,-81.32819361369451
4766.175802861685,-79.19434528902724,-79.14723095047768
4762.3901191421755,-80.91839502644007,-80.90355423438831
4758.6104444444445,-79.87831479919029,-79.84812879358915
4754.83676447264,-77.86902424165308,-77.81032898764303
4751.069064976228,-80.02740812866045,-80.00177595401163
4747.307331749802,-81.39649567110109,-81.38633738911957
4743.551550632911,-80.48417074954162,-80.46317026492471
4739.801707509881,-78.8141032504775,-78.76435274131686
4736.057788309637,-81.36330743915488,-81.35715897738095
4732.319779005525,-81.5573577362569,-81.5555701381941
4728.587665615142,-81.23987889112445,-81.23304474375746
4724.861434200157,-78.74792731444947,-78.69263252178715
4721.1410708661415,-80.6070266637866,-80.5917911788263
4717.426561762391,-81.19823249650838,-81.18895918407506
4713.717893081762,-78.55880647728264,-78.50907964345802
4710.015051060487,-78.24622940255622,-78.19556035835433
4706.3180219780215,-81.49134894550289,-81.48702155215008
4702.626792156862,-79.4702040049697,-79.42516212910803
4698.941347962382,-77.63825124290045,-77.58186309662801
4695.2616758026625,-76.34089350095272,-76.2730502435636
4691.587762128326,-80.6117768172727,-80.58119289466185
4687.919593432369,-79.8588915099458,-79.81279458521314
4684.257156250001,-79.53628231238471,-79.478943251874
4680.60043715847,-75.05429007992132,-74.9807403264387
4676.949422776911,-80.65242548256751,-80.69481202148381
4673.304099766173,-78.8622430398892,-78.79618742690829
4669.66445482866,-81.56537063887237,-81.56373527293229
4666.030474708171,-78.96189051348912,-78.83207584236641
4662.4021461897355,-80.36583237163296,-80.40067036552003
4658.779456099456,-77.05135086255999,-76.93976862689576
4655.162391304348,-79.68797814062196,-79.56835653570488
4651.55093871218,-81.242809998627,-81.21479617428574
4647.945085271318,-80.45496793928487,-80.52882014645246
4644.344817970565,-79.88407053820609,-79.823732065542
4640.75012383901,-79.59675463241084,-79.53022815764731
4637.160989945863,-80.61464638607518,-80.61716646951902
4633.577403400309,-77.85821173360497,-77.80320328849766
4629.999351351352,-76.41319057829404,-76.33166555940952
4626.4268209876545,-80.24258337551154,-80.19954827254759
4622.859799537394,-80.22321221524447,-80.18253891567193
4619.298274268105,-78.45816529261549,-78.41090518438489
4615.742232486527,-77.79892714742854,-77.7488811200802
4612.191661538461,-79.99943006223609,-79.95739240902162
4608.646548808609,-81.03051538811184,-81.02273892380435
4605.1068817204305,-79.37366660017992,-79.32938478816126
4601.572647735994,-80.4095315989264,-80.39037306793745
4598.043834355829,-78.74553845620235,-78.70533134438139
4594.520429118774,-79.62577977398945,-79.6077115886842
4591.002419601838,-75.97012429903313,-75.90889684731806
4587.489793420045,-78.19995148982309,-78.11633615714908
4583.9825382263,-81.40244284555601,-81.38305191906679
4580.4806417112295,-81.25066255588536,-81.25138029662443
4576.9840916030535,-80.41818646004867,-80.37487421910888
4573.49287566743,-79.33213011980402,-79.2894309311178
4570.006981707316,-79.87781926739243,-79.86237795946346
4566.526397562833,-80.7771615978707,-80.77142963001648
4563.051111111111,-75.16255631322869,-75.08148576261618
4559.581110266159,-79.88981553700256,-79.85330461670983
4556.116382978724,-79.83151055404218,-79.781982491852
4552.656917236142,-80.46755317290263,-80.45556533036302
4549.202701062215,-79.76129430210526,-79.72263199506656
4545.753722517059,-80.24677269364574,-80.23811176785611
4542.309969696969,-78.78660843924902,-78.71591277765617
4538.871430734292,-79.09638536605766,-79.04578707679624
4535.438093797277,-81.01333329173087,-80.98642765363772
4532.009947089947,-81.4023906435722,-81.40706485543316
4528.586978851964,-81.29729024804894,-81.29420413967532
4525.169177358491,-81.29295239667877,-81.28015532670872
4521.75653092006,-78.86901886546647,-78.81730922786286
4518.349027882442,-79.64203512569432,-79.59264569905437
4514.9466566265055,-78.51063108568749,-78.45696215176926
4511.549405568096,-80.64495312821046,-80.65110135233894
4508.157263157895,-81.56907259632317,-81.5711819741463
4504.770217881292,-81.37076795269644,-81.3730004506939
4501.388258258258,-81.45520694374736,-81.45433906427465
4498.011372843211,-81.40282614482129,-81.39336382391204
4494.639550224888,-81.60654162232927,-81.6082424019977
4491.272779026218,-79.57926078320719,-79.57073780454448
4487.911047904191,-80.52698230699059,-80.5325613310182
4484.554345549738,-80.4248359306417,-80.47319714587715
4481.202660687593,-77.4677540298791,-77.45366844121884
4477.855982076176,-79.20652289157957,-79.23025620048799
4474.514298507463,-78.56057933879976,-78.50175386597104
4471.17759880686,-81.44373749239998,-81.4365928701881
4467.845871833085,-79.42456313153087,-79.37384974327122
4464.519106478034,-78.66534811654716,-78.61387757214644
4461.197291666666,-80.48229607191055,-80.44390476000243
4457.8804163568775,-77.05122089340037,-77.01110440211713
4454.568469539376,-80.59703172120877,-80.57287242973786
4451.261440237565,-79.75050254973328,-79.70514949357707
4447.959317507419,-80.54473292367484,-80.5022945575106
4444.66209043736,-81.03889100588847,-81.04583451382933
4441.369748148148,-80.972461960695,-80.95462261943055
4438.082279792747,-78.37410633520707,-78.32938260258157
4434.799674556213,-80.2596806212077,-80.22717210924668
4431.52192165558,-79.43374227283226,-79.39669409484051
4428.249010339734,-81.46084589631332,-81.458497721015
4424.980929889299,-78.7992263548341,-78.7524506390566
4421.717669616519,-81.23223697168939,-81.2422337495729
4418.459218865143,-80.90651145250956,-80.90952612583564
4415.205567010309,-78.68815449113569,-78.6284044753969
4411.956703458426,-81.17136931500622,-81.15467471058702
4408.712617647059,-78.60702557299925,-78.54223334734081
4405.47329904482,-81.08100881711201,-81.06938151202681
4402.238737151248,-76.27567394623338,-76.20669090915479
4399.008921496698,-78.60329202810979,-78.53576588623554
4395.783841642228,-80.28006584278049,-80.2628644543087
4392.563487179487,-78.6020938573946,-78.56095597872147
4389.3478477306,-81.03338590019192,-81.04601739123754
4386.136912948062,-80.0531493783063,-80.03987552655258
4382.93067251462,-79.0934018195511,-79.04603682870354
4379.72911614317,-80.77167277469536,-80.75300383576004
4376.532233576642,-81.24468748024728,-81.22655451242863
4373.340014587892,-79.0319782856534,-79.02013648958777
4370.152448979591,-78.16898258788032,-78.09016380915676
4366.969526584122,-75.72886679994565,-75.65956190001296
4363.791237263465,-77.09505086474246,-77.03730441875757
4360.617570909091,-79.95465460300616,-79.85826370316141
4357.4485174418605,-78.75135276140648,-78.69196622231084
4354.284066811911,-77.91636235959825,-77.8467430510207
4351.124208998549,-81.35145114933721,-81.35208066832655
4347.968934010152,-78.84047712011034,-78.77557809439301
4344.818231884057,-80.38146038923892,-80.38264078258524
4341.672092686459,-79.79166183006595,-79.74798589461832
4338.530506512301,-79.08501858075917,-79.05216647345947
4335.393463485177,-80.70348805944985,-80.69519918319864
4332.260953757225,-80.4926646145959,-80.48349912070213
4329.132967509025,-77.4493728888832,-77.37223529685545
4326.009494949495,-78.51570991356746,-78.4439491304509
4322.890526315789,-78.55885054707315,-78.54282249135494
4319.776051873198,-78.45498749163127,-78.40606991846906
4316.666061915046,-80.6806640298185,-80.65977161910891
4313.56054676259,-81.47762515582357,-81.47216255774211
4310.459496764917,-79.52479983754685,-79.5280928072965
4307.362902298851,-77.30553771263399,-77.22295990001706
4304.270753768844,-79.01748105484609,-78.98122485400745
4301.183041606887,-79.43084913265349,-79.38731031554639
4298.0997562724015,-77.4682448003646,-77.44917459879261
4295.020888252149,-79.33019313863096,-79.23014201772995
4291.946428060129,-80.00762283608898,-80.14116363486616
4288.876366237482,-81.07459249944671,-80.9106175028445
4285.810693352395,-80.76923828332687,-80.83367007750186
4282.7494,-77.24450776049352,-77.09193364906437
4279.692476802285,-80.86628860220978,-80.74408311180369
4276.639914407988,-77.59892637754785,-77.64357371085956
4273.591703492516,-78.52864923041278,-78.37641921948756
4270.547834757835,-76.7157868542838,-76.681051479415
4267.508298932385,-81.22806073375827,-81.1935213154704
4264.473086770981,-80.24176398268676,-80.18770356859827
4261.4421890547255,-80.9769465364279,-80.96483121301787
4258.4155965909085,-80.19642650864893,-80.1515103114458
4255.393300212917,-80.91622200935262,-80.87834839178024
4252.375290780142,-77.319765030701,-77.23683353891855
4249.361559177888,-79.86996616255766,-79.82288799742162
4246.3520963172805,-80.77428060175751,-80.74009754775915
4243.346893135174,-80.37248902207008,-80.30524781099567
4240.345940594059,-75.84441599776449,-75.80220887733276
4237.3492296819795,-80.51735943186716,-80.48854621688847
4234.35675141243,-81.2735328009243,-81.27469397533392
4231.368496824277,-79.23919294173689,-79.2005754284703
4228.384456981664,-80.59230530220586,-80.56825109834844
4225.404622973925,-79.02057676440148,-78.98072726139966
4222.428985915492,-79.25560378453773,-79.20525533485429
4219.457536945813,-79.61875906101542,-79.57552802120992
4216.490267229255,-80.19910283685132,-80.1784198230041
4213.527167955025,-78.46084988479944,-78.42320951360102
4210.568230337079,-79.44097246820942,-79.36387536396421
4207.613445614035,-80.65179408028771,-80.63815162898285
4204.662805049088,-81.58087058804679,-81.58178648848448
4201.716299929923,-80.21514927939876,-80.17001738414291
4198.773921568628,-77.14729816157026,-77.09479776661988
4195.835661301609,-80.71339414095448,-80.66985133582043
4192.901510489511,-78.95430171373107,-78.92094598515465
4189.971460517121,-80.54877116918064,-80.52485295907545
4187.045502793297,-80.02124786546491,-79.97212102134304
4184.123628750872,-80.58928587222607,-80.56993463934032
4181.205829846583,-80.66407687802203,-80.64012345350261
4178.292097560975,-80.93684067309746,-80.9328982462294
4175.382423398329,-80.65518414818845,-80.65551079192576
4172.47679888657,-76.62993921802791,-76.52708475341515
4169.575215577191,-77.86450570649052,-77.8225466597649
4166.67766504517,-78.39168106105973,-78.33370038586861
4163.784138888889,-76.94878031759225,-76.91278430370596
4160.894628730048,-81.06461480772626,-81.02126249068516
4158.009126213592,-80.58133140031222,-80.55563193557569
4155.127623007623,-79.13556117046298,-79.11468541540339
4152.250110803324,-81.10047182999133,-81.08473829150051
4149.376581314878,-80.65238380863062,-80.63157005736042
4146.5070262793915,-77.70774623502331,-77.63900110430907
4143.641437456808,-80.76804492871781,-80.75211427164393
4140.779806629835,-78.66944879612376,-78.57529561324722
4137.9221256038645,-78.86636092849486,-78.87992075554905
4135.068386206896,-77.56735138467121,-77.556587974785
4132.2185802894555,-76.85074823422482,-76.751859824853
4129.3726997245185,-80.3763552257744,-80.32070922498727
4126.530736407433,-78.30457339927526,-78.27822475612552
4123.692682255846,-77.72881609013035,-77.65200931130155
4120.858529209621,-81.03799898554905,-81.03235744983195
4118.028269230769,-79.58931678676325,-79.51930932817598
4115.201894303364,-76.37596567616507,-76.30850710330228
4112.379396433471,-80.99110745976807,-80.95473649131279
4109.5607676490745,-77.66052671657388,-77.63058782372141
4106.746,-79.41276485887155,-79.36140142510703
4103.935085557837,-78.5956497346802,-78.54138531976847
4101.128016415869,-80.87398237128772,-80.818896931745
4098.324784688995,-79.67107842282147,-79.55729090741741
4095.525382513661,-76.41374816557669,-76.38244819930597
4092.729802047781,-80.24299375557777,-80.28676531283872
4089.9380354706686,-78.90339486799948,-78.8389526602601
4087.1500749829584,-80.88821681706116,-80.93828229667918
4084.365912806539,-79.32079755720267,-79.26045471288577
4081.5855411844796,-81.25753066155437,-81.24985116014722
4078.808952380952,-81.3503378747561,-81.37117783198497
4076.0361386811696,-76.79328836538855,-76.77365567734066
4073.2670923913047,-77.44943540667683,-77.39059083447583
4070.5018058384253,-77.80771424968972,-77.69918460091998
4067.7402713704205,-77.35769139023787,-77.33317212812139
4064.982481355932,-80.73107409161904,-80.71123893262865
4062.228428184282,-79.33092728963925,-79.2771989214063
4059.4781042654026,-81.08624514878437,-81.0857631400483
4056.7315020297697,-77.62692447695079,-77.54058436918629
4053.98861392833,-81.18919569315497,-81.17219139938365
4051.2494324324325,-78.1685858288512,-78.11962401306997
4048.5139500337614,-76.04500415299569,-76.02098422236892
4045.7821592442647,-79.98852556429611,-79.91352931636891
4043.054052596089,-75.35802178274159,-75.2417726483369
4040.329622641509,-78.30400659370792,-78.29005490809692
4037.608861952862,-79.71335094119326,-79.65034839798219
4034.8917631224767,-78.50319964767061,-78.47124237256568
4032.1783187626097,-81.06437242862498,-81.04763632906452
4029.468521505376,-79.86602980706729,-79.84061415448491
4026.7623640026864,-78.86233165740748,-78.81581450013485
4024.059838926174,-80.69983433620862,-80.68037347191927
4021.360938967136,-79.17761453094494,-79.13007198987825
4018.665656836461,-77.48943594828464,-77.43492182541243
4015.9739852645685,-80.23206945959112,-80.2128215840468
4013.285917001339,-80.1119647702464,-80.08042411375925
4010.6014448160536,-76.20968726713832,-76.12193869011887
4007.9205614973257,-80.1527739369676,-80.11853622231897
4005.24325985304,-79.54841807711614,-79.53691024165857
4002.569532710281,-75.46810818300551,-75.36577595750336
3999.899372915277,-79.61002471148603,-79.561814100269
3997.2327733333336,-76.78937373400868,-76.75978355793131
3994.569726848767,-77.58096424990748,-77.5377007087396
3991.910226364847,-81.60273066749082,-81.59273569950253
3989.254264803726,-80.48417397663098,-80.48804166417568
3986.601835106383,-78.9383279830225,-78.88827058908618
3983.9529302325586,-77.45666368065457,-77.43751109010472
3981.307543160691,-80.65452858480569,-80.66783382100226
3978.665666887857,-77.95446564641125,-77.88829823399607
3976.027294429708,-80.3946910837528,-80.40581441542736
3973.392418820411,-77.53615992759546,-77.47546043686017
3970.761033112583,-80.28586486928825,-80.24188777073263
3968.1331303772336,-76.44602005182259,-76.38734750904021
3965.5087037037033,-78.40909518673121,-78.3561786970372
3962.8877461996035,-80.58008345034514,-80.54819817962922
3960.2702509907526,-80.60140673722316,-80.60241824385545
3957.6562112211222,-75.87229543360084,-75.77743551436348
3955.04562005277,-78.35419341259347,-78.27705397656919
3952.438470665788,-79.5987587225205,-79.55510622529718
3949.8347562582344,-80.67081352987515,-80.65213476403719
3947.2344700460826,-78.47686416706725,-78.41521566615253
3944.637605263158,-76.72692033788701,-76.66105149817469
3942.0441551610784,-77.7571803442656,-77.69546558329802
3939.454113009199,-77.1132125120707,-77.05825161444335
3936.86747209455,-75.9070135180302,-75.8316886471359
3934.2842257217853,-81.02285129955416,-81.01386169793253
3931.7043672131144,-78.02055867463955,-77.95548979305033
3929.1278899082567,-74.8350180989161,-74.7642875856547
3926.5547871643744,-80.04314326562124,-80.0156069720621
3923.9850523560212,-80.69127663679373,-80.66559437849943
3921.418678875082,-77.5253297405279,-77.4763854125226
3918.8556601307187,-78.95899476553649,-78.91675428969148
3916.295989549314,-77.48473415195787,-77.4375842174509
3913.7396605744125,-77.1219335907546,-77.04661735726299
3911.186666666667,-78.2159426821384,-78.14184501957124
3908.637001303781,-79.088897867973,-79.05033289119416
3906.090657980456,-81.49287490222986,-81.4965119024499
3903.547630208333,-81.0583383924463,-81.03106246392088
3901.0079115159406,-78.53274060313777,-78.47535375676236
3898.471495448635,-81.37992878752445,-81.36724470800269
3895.938375568551,-80.41566967756535,-80.41276114123727
3893.4085454545457,-79.19602086312833,-79.13261678002027
3890.8819987021416,-77.50796437699577,-77.41678055495512
3888.358728923476,-77.37219286304665,-77.32916124390144
3885.838729747246,-76.96415301153004,-76.91775611784607
3883.321994818653,-78.81929130561525,-78.7796035061923
3880.808517799353,-79.26273276015019,-79.23729867006281
3878.2982923673994,-78.99271962004804,-78.93599769000807
3875.7913122171944,-80.90497510130191,-80.90710528151902
3873.2875710594317,-81.52287587076634,-81.52458219475528
3870.7870626210456,-80.19622270504303,-80.18435415333684
3868.289780645161,-76.52988546589117,-76.48656598776779
3865.795718891038,-77.44083730189112,-77.35530862007337
3863.3048711340202,-81.05658436927305,-80.98480588789653
3860.817231165486,-81.58655209380555,-81.55553043970744
3858.3327927927926,-79.84676918459488,-79.76278730961653
3855.8515498392285,-74.78964643818216,-74.63396183440275
3853.373496143959,-81.23214482969809,-81.16393456663297
3850.898625561978,-80.0472067883207,-80.20313083188483
3848.426931964056,-80.9512369788342,-80.88004723071387
3845.95840923669,-80.93212466899783,-80.96996849274873
