,width,beta_2 at peak,average beta2,gamma at peak,average gamma,dispersive length,nonlinear length,number of soliton periods,N^2,phi_nonlin,dB squeezing,dB anti-squeezing,dB constructive interference,dB destructive interference,phase offset (rad)
0,1200,-9.208873899899926e-26,1.0549135505946082e-24,2.091580135922764,2.4785970486542803,0.1540733192439422,0.00961149733511467,1.2391563972860462,16.030105806828903,31.201996893421903,-3.5132981967956454,3.098390861516383,0.7970043504314733,-0.8767491813898365,-1.136656638484749
1,1400,-1.1810095084500586e-25,1.4086053157962695e-24,1.8577546434996284,2.198028102024852,0.12013804783998373,0.010838364125562187,1.5891796364672153,11.0845185166495,27.670034565832147,-3.2680064589220374,2.67595131287953,0.7970043504314733,-0.8767491813898365,-2.2101656859425676
2,1600,-1.147051970929683e-25,1.57171070919766e-24,1.6629222062491298,1.9671989920502493,0.12369463670477984,0.012110126644145399,1.5434859932358624,10.21414889699602,24.76422574295418,-2.8033142345333633,2.345258455418466,0.7970043504314733,-0.8767491813898365,-2.7784940051849425
3,1800,-1.115002445930893e-25,1.3165032044286939e-24,1.5016605821059907,1.7766035735101697,0.12725010365981088,0.013409310486128735,1.5003597930468673,9.489682843233796,22.36490163320555,-2.469067517571105,2.1000795569220534,0.7970043504314733,-0.8767491813898365,-1.7049849577271239
4,2000,-9.68722188475751e-26,1.96540833902283e-24,1.3672082313957514,1.617604071486047,0.14646529057923033,0.01472735470186976,1.3035234384691823,9.945118695391736,20.363324986890298,-2.187331251342561,1.9064509731306778,0.7970043504314733,-0.8767491813898365,-1.7681325487540542
5,2200,-8.34099122510057e-26,1.8120241481294406e-24,1.2540039829189673,1.4835620502010858,0.1701046949895791,0.016057992939853553,1.1223731314642573,10.593147949853963,18.67592737863763,-1.9648367280783907,1.7440353651431,0.7970043504314733,-0.8767491813898365,2.620625027617617
6,2400,-7.504553400795292e-26,1.8450548528176516e-24,1.157691607799414,1.369360606934666,0.18906411780694732,0.017397191658150516,1.0098211199820315,10.867507901390022,17.238294311190156,-1.805623919357704,1.619555063588214,0.7970043504314733,-0.8767491813898365,0.0
7,2600,-6.440452561146056e-26,2.383921351908232e-24,1.0748730186150868,1.2710680540674728,0.2203015634050428,0.018742528263320738,0.8666345178912879,11.754100637328346,16.000931452683638,-1.669814188345267,1.5111704495387843,0.7970043504314733,-0.8767491813898365,-1.6418373667001926
8,2800,-5.708394212626699e-26,2.1040709216561692e-24,1.0029530878068071,1.185709733979269,0.24855357135603512,0.020091788272677047,0.7681279257047801,12.370903375188595,14.926392112105518,-1.5685925495726885,1.4282499341327715,0.7970043504314733,-0.8767491813898365,2.3048870724829644
9,3000,-4.8101106516527045e-26,2.073169483852995e-24,0.9399565966979646,1.110938546086515,0.2949707129437841,0.02144405647988783,0.6472538825527816,13.755359822915697,13.985129645254018,-1.4793782992028826,1.3543113054632192,0.7970043504314733,-0.8767491813898365,-0.947213865403957
10,3200,-4.369666239665814e-26,2.2096733307312194e-24,0.8843688246032192,1.0448675112736143,0.3247025494480327,0.022800047538012957,0.5879871886339543,14.24131019493176,13.153389680060167,-1.416842987791659,1.3022216229201533,0.7970043504314733,-0.8767491813898365,1.7997063442675199
11,3400,-3.6709845614698974e-26,1.813108279984299e-24,0.8349482648489458,0.9862959374231203,0.3865016985220908,0.024154037367532657,0.49397179862927304,16.00153600166315,12.41605721760194,-1.356208291787987,1.251074798161636,0.7970043504314733,-0.8767491813898365,2.9363629827522697
12,3600,-3.032702653407163e-26,1.820949023752587e-24,0.7907372647182785,0.9337757314598745,0.46784730664658336,0.025512580939235308,0.40808386941607405,18.337905826183583,11.754902834239463,-1.305269630415785,1.20730599455702,0.7970043504314733,-0.8767491813898365,-1.0735090474578186
13,3800,-2.6081023995833454e-26,1.9517156690142767e-24,0.7509798394624868,0.8866132608966475,0.5440130604086533,0.026869696155763626,0.350949183184701,20.246342096874102,11.161194687609145,-1.264467939023982,1.172364151406634,0.7970043504314733,-0.8767491813898365,0.6630497057827709
14,4000,-2.317257955420317e-26,1.9724470816850435e-24,0.7149842364111463,0.843922627725841,0.6122934069285052,0.02822892543142345,0.311812828673034,21.6902839045698,10.623780587040873,-1.2307088208628394,1.143099807615298,0.7970043504314733,-0.8767491813898365,-1.894427730807915
15,4200,-1.9897571958964105e-26,1.9466190913804342e-24,0.6822869563412308,0.8051202891285526,0.7130728167148466,0.02958940328500392,0.26774395926604844,24.09892520800634,10.135314561864478,-1.199065591084993,1.1153165215867544,0.7970043504314733,-0.8767491813898365,-2.0207229128617765
16,4400,-1.565825597264041e-26,1.937798196895905e-24,0.6524588588193536,0.7697194529573765,0.9061301403781002,0.030950275241754747,0.21069924802695653,29.276965497083786,9.689668594183976,-1.1684006756549268,1.088739385425325,0.7970043504314733,-0.8767491813898365,2.7469202096714778
17,4600,-1.4097868587950075e-26,1.879324983434479e-24,0.6250970059146613,0.73730087938228,1.0064228925138514,0.032311135920416824,0.1897025004224043,31.147864779272922,9.281565053300424,-1.1459338565756345,1.068459089410808,0.7970043504314733,-0.8767491813898365,-0.1262951820538607
18,4800,-1.1190901659587815e-26,1.9987304810198083e-24,0.5999683874500686,0.7075385886036878,1.2678529500265014,0.033670289241718866,0.15058602749493585,37.65494679670228,8.906900319103734,-1.1224724197434823,1.0476878804933154,0.7970043504314733,-0.8767491813898365,2.241739481456033
