,width,beta_2 at peak,average beta2,gamma at peak,average gamma,dispersive length,nonlinear length,number of soliton periods,N^2,phi_nonlin,dB squeezing,dB anti-squeezing,dB constructive interference,dB destructive interference,phase offset (rad)
0,1200,-9.208874169530118e-26,1.0549135505424353e-24,2.0915801359227646,2.4785970486542803,0.1540733147327698,0.0004805748667557335,0.04130521445225958,320.6021067495446,20.801331262281273,0.64116176049987,1.5887776530656925,0.7979062917609857,-0.8778939941827117,2.7469202096714778
1,1400,-1.1810095354130778e-25,1.408605316010523e-24,1.8577546434996284,2.198028102024852,0.12013804509717396,0.0005419182062781094,0.05297265575829855,221.69036527169158,18.446689710554764,0.34961274010123394,0.5121656265048691,0.7979062917609857,-0.8778939941827117,0.09472138654039597
2,1600,-1.1470519978927021e-25,1.571710709537949e-24,1.6629222062491298,1.9671989920502493,0.12369463379716895,0.0006055063322072701,0.05144953431725345,204.2829731379708,16.50948382863612,0.018941870976991196,0.8878935490375796,0.7979062917609857,-0.8778939941827117,1.7997063442675199
3,1800,-1.115002445930893e-25,1.3165032047417905e-24,1.501660582105991,1.7766035735101697,0.12725010365981088,0.0006704655243064367,0.05001199310156225,189.7936568646759,14.909934422137033,0.1780847043893227,0.782070551222567,0.7979062917609857,-0.8778939941827117,-1.7681325487540542
4,2000,-9.687222693648086e-26,1.9654083391146777e-24,1.3672082313957514,1.617604071486047,0.14646527834926545,0.000736367735093488,0.04345078491048018,198.90235729933292,13.575549991260203,-0.07650869434454867,0.7618091195604676,0.7979062917609857,-0.8778939941827117,-1.4523945936194016
5,2200,-8.340991764360954e-26,1.8120241483024803e-24,1.2540039829189673,1.4835620502010858,0.1701046839919992,0.0008028996469926777,0.037412440134257985,211.86294529975123,12.450618252425095,-0.003750694607300948,0.4278338746484453,0.7979062917609857,-0.8778939941827117,-0.8840662743770267
6,2400,-7.504553940055676e-26,1.8450548532465984e-24,1.157691607799414,1.369360606934666,0.1890641042212246,0.0008698595829075257,0.033660706418183785,217.35014240950647,11.492196207460106,0.25788535064743884,0.8638464946427913,0.7979062917609857,-0.8778939941827117,-3.0310843692926643
7,2600,-6.440454178927209e-26,2.3839213519502775e-24,1.0748730186150868,1.2710680540674728,0.22030150806737447,0.0009371264131660367,0.02888782451939113,235.08195369618954,10.667287635122426,2.3598530403499858,4.565364410194301,0.7979062917609857,-0.8778939941827117,0.7893448878366316
8,2800,-5.708394482106428e-26,2.1040709216700077e-24,1.0029530878068071,1.185709733979269,0.24855355962241207,0.0010045894136338524,0.02560426539887582,247.4180558237533,9.950928074737012,11.33927200512142,14.173309795694934,0.7979062917609857,-0.8778939941827117,1.1050828429712842
9,3000,-4.810111190913089e-26,2.0731694840375007e-24,0.9399565966979645,1.110938546086515,0.2949706798746899,0.0010722028239943913,0.021575131837208786,275.1071656161137,9.32341976350268,14.50995191321272,20.37235050625,0.7979062917609857,-0.8778939941827117,-0.568328319242374
